datetime,hour,day_of_week,is_weekend,service_Cryotherapy,service_Infrared Sauna/Ice bath (45 mins),service_Infrared Sauna/Ice bath (90 mins),service_Premium Suite (45 mins),service_Premium Suite (90 mins),room_Cryotherapy Suite.,room_Infrared Suite.,room_Premium Suite.,Booked
2025-10-27 11:00:00,11,0,0,False,False,False,True,False,False,False,True,1
2025-10-27 11:00:00,11,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 11:00:00,11,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 11:00:00,11,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 11:00:00,11,0,0,True,False,False,False,False,True,False,False,0
2025-10-27 11:00:00,11,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 11:00:00,11,0,0,False,False,True,False,False,False,True,False,0
2025-10-27 11:00:00,11,0,0,False,False,False,True,False,False,False,True,1
2025-10-27 11:00:00,11,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 11:00:00,11,0,0,True,False,False,False,False,True,False,False,0
2025-10-27 11:00:00,11,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 11:00:00,11,0,0,False,False,True,False,False,False,True,False,0
2025-10-27 11:00:00,11,0,0,False,False,False,True,False,False,False,True,1
2025-10-27 12:00:00,12,0,0,True,False,False,False,False,True,False,False,1
2025-10-27 12:00:00,12,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 12:00:00,12,0,0,False,False,True,False,False,False,True,False,0
2025-10-27 12:00:00,12,0,0,False,False,False,True,False,False,False,True,1
2025-10-27 12:00:00,12,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 12:00:00,12,0,0,True,False,False,False,False,True,False,False,1
2025-10-27 12:00:00,12,0,0,False,False,True,False,False,False,True,False,0
2025-10-27 12:00:00,12,0,0,False,False,False,True,False,False,False,True,1
2025-10-27 12:00:00,12,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 12:00:00,12,0,0,True,False,False,False,False,True,False,False,1
2025-10-27 12:00:00,12,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 12:00:00,12,0,0,False,False,True,False,False,False,True,False,0
2025-10-27 12:00:00,12,0,0,False,False,False,True,False,False,False,True,1
2025-10-27 12:00:00,12,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 12:00:00,12,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 13:00:00,13,0,0,True,False,False,False,False,True,False,False,1
2025-10-27 13:00:00,13,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 13:00:00,13,0,0,False,False,True,False,False,False,True,False,0
2025-10-27 13:00:00,13,0,0,False,False,False,True,False,False,False,True,0
2025-10-27 13:00:00,13,0,0,False,False,False,False,True,False,False,True,0
2025-10-27 13:00:00,13,0,0,False,False,False,False,True,False,False,True,0
2025-10-27 13:00:00,13,0,0,False,False,False,True,False,False,False,True,0
2025-10-27 13:00:00,13,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 13:00:00,13,0,0,False,False,True,False,False,False,True,False,0
2025-10-27 13:00:00,13,0,0,False,False,False,False,True,False,False,True,0
2025-10-27 13:00:00,13,0,0,True,False,False,False,False,True,False,False,1
2025-10-27 13:00:00,13,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 13:00:00,13,0,0,False,False,True,False,False,False,True,False,0
2025-10-27 13:00:00,13,0,0,True,False,False,False,False,True,False,False,1
2025-10-27 13:00:00,13,0,0,False,False,False,True,False,False,False,True,0
2025-10-27 14:00:00,14,0,0,False,False,False,True,False,False,False,True,0
2025-10-27 14:00:00,14,0,0,True,False,False,False,False,True,False,False,0
2025-10-27 14:00:00,14,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 14:00:00,14,0,0,False,False,True,False,False,False,True,False,0
2025-10-27 14:00:00,14,0,0,False,False,False,False,True,False,False,True,0
2025-10-27 14:00:00,14,0,0,False,False,True,False,False,False,True,False,0
2025-10-27 14:00:00,14,0,0,False,False,False,True,False,False,False,True,0
2025-10-27 14:00:00,14,0,0,False,False,True,False,False,False,True,False,0
2025-10-27 14:00:00,14,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 14:00:00,14,0,0,False,False,False,False,True,False,False,True,0
2025-10-27 14:00:00,14,0,0,False,False,False,True,False,False,False,True,0
2025-10-27 14:00:00,14,0,0,False,False,False,False,True,False,False,True,0
2025-10-27 14:00:00,14,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 14:00:00,14,0,0,True,False,False,False,False,True,False,False,0
2025-10-27 14:00:00,14,0,0,True,False,False,False,False,True,False,False,0
2025-10-27 15:00:00,15,0,0,False,False,True,False,False,False,True,False,0
2025-10-27 15:00:00,15,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 15:00:00,15,0,0,True,False,False,False,False,True,False,False,0
2025-10-27 15:00:00,15,0,0,True,False,False,False,False,True,False,False,0
2025-10-27 15:00:00,15,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 15:00:00,15,0,0,False,False,True,False,False,False,True,False,0
2025-10-27 15:00:00,15,0,0,False,False,False,True,False,False,False,True,0
2025-10-27 15:00:00,15,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 15:00:00,15,0,0,True,False,False,False,False,True,False,False,0
2025-10-27 15:00:00,15,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 15:00:00,15,0,0,False,False,False,True,False,False,False,True,0
2025-10-27 15:00:00,15,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 15:00:00,15,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 15:00:00,15,0,0,False,False,True,False,False,False,True,False,0
2025-10-27 15:00:00,15,0,0,False,False,False,True,False,False,False,True,0
2025-10-27 16:00:00,16,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 16:00:00,16,0,0,False,False,False,True,False,False,False,True,1
2025-10-27 16:00:00,16,0,0,False,False,True,False,False,False,True,False,0
2025-10-27 16:00:00,16,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 16:00:00,16,0,0,True,False,False,False,False,True,False,False,0
2025-10-27 16:00:00,16,0,0,True,False,False,False,False,True,False,False,0
2025-10-27 16:00:00,16,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 16:00:00,16,0,0,False,False,True,False,False,False,True,False,0
2025-10-27 16:00:00,16,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 16:00:00,16,0,0,True,False,False,False,False,True,False,False,0
2025-10-27 16:00:00,16,0,0,False,False,False,True,False,False,False,True,1
2025-10-27 16:00:00,16,0,0,False,False,False,True,False,False,False,True,1
2025-10-27 16:00:00,16,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 16:00:00,16,0,0,False,False,True,False,False,False,True,False,0
2025-10-27 16:00:00,16,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 17:00:00,17,0,0,False,False,True,False,False,False,True,False,1
2025-10-27 17:00:00,17,0,0,False,False,False,True,False,False,False,True,1
2025-10-27 17:00:00,17,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 17:00:00,17,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 17:00:00,17,0,0,False,False,False,True,False,False,False,True,1
2025-10-27 17:00:00,17,0,0,False,False,True,False,False,False,True,False,1
2025-10-27 17:00:00,17,0,0,False,True,False,False,False,False,True,False,1
2025-10-27 17:00:00,17,0,0,True,False,False,False,False,True,False,False,1
2025-10-27 17:00:00,17,0,0,False,True,False,False,False,False,True,False,1
2025-10-27 17:00:00,17,0,0,True,False,False,False,False,True,False,False,1
2025-10-27 17:00:00,17,0,0,False,True,False,False,False,False,True,False,1
2025-10-27 17:00:00,17,0,0,False,False,True,False,False,False,True,False,1
2025-10-27 17:00:00,17,0,0,False,False,False,True,False,False,False,True,1
2025-10-27 17:00:00,17,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 17:00:00,17,0,0,True,False,False,False,False,True,False,False,1
2025-10-27 18:00:00,18,0,0,True,False,False,False,False,True,False,False,0
2025-10-27 18:00:00,18,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 18:00:00,18,0,0,False,False,True,False,False,False,True,False,1
2025-10-27 18:00:00,18,0,0,False,False,False,True,False,False,False,True,0
2025-10-27 18:00:00,18,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 18:00:00,18,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 18:00:00,18,0,0,True,False,False,False,False,True,False,False,0
2025-10-27 18:00:00,18,0,0,False,False,True,False,False,False,True,False,1
2025-10-27 18:00:00,18,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 18:00:00,18,0,0,True,False,False,False,False,True,False,False,0
2025-10-27 18:00:00,18,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 18:00:00,18,0,0,False,False,True,False,False,False,True,False,1
2025-10-27 18:00:00,18,0,0,False,False,False,True,False,False,False,True,0
2025-10-27 18:00:00,18,0,0,False,False,False,True,False,False,False,True,0
2025-10-27 18:00:00,18,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 19:00:00,19,0,0,True,False,False,False,False,True,False,False,0
2025-10-27 19:00:00,19,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 19:00:00,19,0,0,False,False,True,False,False,False,True,False,1
2025-10-27 19:00:00,19,0,0,False,False,False,True,False,False,False,True,1
2025-10-27 19:00:00,19,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 19:00:00,19,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 19:00:00,19,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 19:00:00,19,0,0,False,False,False,True,False,False,False,True,1
2025-10-27 19:00:00,19,0,0,False,False,True,False,False,False,True,False,1
2025-10-27 19:00:00,19,0,0,False,True,False,False,False,False,True,False,0
2025-10-27 19:00:00,19,0,0,False,False,False,True,False,False,False,True,1
2025-10-27 19:00:00,19,0,0,True,False,False,False,False,True,False,False,0
2025-10-27 19:00:00,19,0,0,False,False,False,False,True,False,False,True,1
2025-10-27 19:00:00,19,0,0,True,False,False,False,False,True,False,False,0
2025-10-27 19:00:00,19,0,0,False,False,True,False,False,False,True,False,1
2025-11-14 07:00:00,7,4,0,False,True,False,False,False,False,True,False,0
2025-11-14 07:00:00,7,4,0,False,False,True,False,False,False,True,False,0
2025-11-14 07:00:00,7,4,0,False,False,False,True,False,False,False,True,0
2025-11-14 07:00:00,7,4,0,False,False,False,False,True,False,False,True,1
2025-11-14 07:00:00,7,4,0,True,False,False,False,False,True,False,False,0
2025-11-14 08:00:00,8,4,0,False,True,False,False,False,False,True,False,0
2025-11-14 08:00:00,8,4,0,False,False,False,True,False,False,False,True,0
2025-11-14 08:00:00,8,4,0,False,False,False,False,True,False,False,True,1
2025-11-14 08:00:00,8,4,0,True,False,False,False,False,True,False,False,0
2025-11-14 08:00:00,8,4,0,False,False,True,False,False,False,True,False,0
2025-11-14 09:00:00,9,4,0,True,False,False,False,False,True,False,False,0
2025-11-14 09:00:00,9,4,0,False,True,False,False,False,False,True,False,0
2025-11-14 09:00:00,9,4,0,False,False,True,False,False,False,True,False,0
2025-11-14 09:00:00,9,4,0,False,False,False,True,False,False,False,True,1
2025-11-14 09:00:00,9,4,0,False,False,False,False,True,False,False,True,1
2025-11-14 10:00:00,10,4,0,False,False,True,False,False,False,True,False,0
2025-11-14 10:00:00,10,4,0,False,False,False,True,False,False,False,True,1
2025-11-14 10:00:00,10,4,0,False,False,False,False,True,False,False,True,1
2025-11-14 10:00:00,10,4,0,True,False,False,False,False,True,False,False,0
2025-11-14 10:00:00,10,4,0,False,True,False,False,False,False,True,False,0
2025-11-14 11:00:00,11,4,0,True,False,False,False,False,True,False,False,1
2025-11-14 11:00:00,11,4,0,False,True,False,False,False,False,True,False,0
2025-11-14 11:00:00,11,4,0,False,False,True,False,False,False,True,False,0
2025-11-14 11:00:00,11,4,0,False,False,False,True,False,False,False,True,1
2025-11-14 11:00:00,11,4,0,False,False,False,False,True,False,False,True,1
2025-11-14 12:00:00,12,4,0,True,False,False,False,False,True,False,False,1
2025-11-14 12:00:00,12,4,0,False,True,False,False,False,False,True,False,0
2025-11-14 12:00:00,12,4,0,False,False,True,False,False,False,True,False,0
2025-11-14 12:00:00,12,4,0,False,False,False,True,False,False,False,True,1
2025-11-14 12:00:00,12,4,0,False,False,False,False,True,False,False,True,1
2025-11-14 13:00:00,13,4,0,True,False,False,False,False,True,False,False,0
2025-11-14 13:00:00,13,4,0,False,True,False,False,False,False,True,False,0
2025-11-14 13:00:00,13,4,0,False,False,True,False,False,False,True,False,0
2025-11-14 13:00:00,13,4,0,False,False,False,True,False,False,False,True,1
2025-11-14 13:00:00,13,4,0,False,False,False,False,True,False,False,True,1
2025-11-14 14:00:00,14,4,0,True,False,False,False,False,True,False,False,0
2025-11-14 14:00:00,14,4,0,False,False,False,False,True,False,False,True,1
2025-11-14 14:00:00,14,4,0,False,False,False,True,False,False,False,True,0
2025-11-14 14:00:00,14,4,0,False,False,True,False,False,False,True,False,0
2025-11-14 14:00:00,14,4,0,False,True,False,False,False,False,True,False,0
2025-11-14 15:00:00,15,4,0,False,False,False,False,True,False,False,True,1
2025-11-14 15:00:00,15,4,0,False,False,False,True,False,False,False,True,1
2025-11-14 15:00:00,15,4,0,False,False,True,False,False,False,True,False,0
2025-11-14 15:00:00,15,4,0,False,True,False,False,False,False,True,False,0
2025-11-14 15:00:00,15,4,0,True,False,False,False,False,True,False,False,1
2025-11-14 16:00:00,16,4,0,False,False,False,False,True,False,False,True,1
2025-11-14 16:00:00,16,4,0,True,False,False,False,False,True,False,False,0
2025-11-14 16:00:00,16,4,0,False,True,False,False,False,False,True,False,0
2025-11-14 16:00:00,16,4,0,False,False,True,False,False,False,True,False,0
2025-11-14 16:00:00,16,4,0,False,False,False,True,False,False,False,True,1
2025-11-14 17:00:00,17,4,0,False,False,False,False,True,False,False,True,1
2025-11-14 17:00:00,17,4,0,False,False,False,True,False,False,False,True,1
2025-11-14 17:00:00,17,4,0,False,False,True,False,False,False,True,False,1
2025-11-14 17:00:00,17,4,0,False,True,False,False,False,False,True,False,1
2025-11-14 17:00:00,17,4,0,True,False,False,False,False,True,False,False,0
2025-11-14 18:00:00,18,4,0,False,False,False,False,True,False,False,True,1
2025-11-14 18:00:00,18,4,0,False,False,True,False,False,False,True,False,1
2025-11-14 18:00:00,18,4,0,False,True,False,False,False,False,True,False,1
2025-11-14 18:00:00,18,4,0,True,False,False,False,False,True,False,False,0
2025-11-14 18:00:00,18,4,0,False,False,False,True,False,False,False,True,1
2025-11-14 19:00:00,19,4,0,False,False,False,False,True,False,False,True,1
2025-11-14 19:00:00,19,4,0,True,False,False,False,False,True,False,False,0
2025-11-14 19:00:00,19,4,0,False,True,False,False,False,False,True,False,1
2025-11-14 19:00:00,19,4,0,False,False,True,False,False,False,True,False,1
2025-11-14 19:00:00,19,4,0,False,False,False,True,False,False,False,True,0
2025-11-14 20:00:00,20,4,0,False,False,False,False,True,False,False,True,1
2025-11-14 20:00:00,20,4,0,False,False,False,True,False,False,False,True,1
2025-11-14 20:00:00,20,4,0,False,False,True,False,False,False,True,False,1
2025-11-14 20:00:00,20,4,0,False,True,False,False,False,False,True,False,1
2025-11-14 20:00:00,20,4,0,True,False,False,False,False,True,False,False,1
2025-12-17 07:00:00,7,2,0,False,False,False,False,True,False,False,True,0
2025-12-17 07:00:00,7,2,0,False,False,False,True,False,False,False,True,0
2025-12-17 07:00:00,7,2,0,False,False,True,False,False,False,True,False,0
2025-12-17 07:00:00,7,2,0,False,True,False,False,False,False,True,False,1
2025-12-17 07:00:00,7,2,0,True,False,False,False,False,True,False,False,0
2025-12-17 08:00:00,8,2,0,False,False,True,False,False,False,True,False,0
2025-12-17 08:00:00,8,2,0,False,False,False,False,True,False,False,True,0
2025-12-17 08:00:00,8,2,0,False,True,False,False,False,False,True,False,0
2025-12-17 08:00:00,8,2,0,False,False,False,True,False,False,False,True,0
2025-12-17 08:00:00,8,2,0,True,False,False,False,False,True,False,False,0
2025-12-17 09:00:00,9,2,0,True,False,False,False,False,True,False,False,1
2025-12-17 09:00:00,9,2,0,False,True,False,False,False,False,True,False,0
2025-12-17 09:00:00,9,2,0,False,False,True,False,False,False,True,False,0
2025-12-17 09:00:00,9,2,0,False,False,False,True,False,False,False,True,0
2025-12-17 09:00:00,9,2,0,False,False,False,False,True,False,False,True,0
2025-12-17 10:00:00,10,2,0,True,False,False,False,False,True,False,False,1
2025-12-17 10:00:00,10,2,0,False,True,False,False,False,False,True,False,1
2025-12-17 10:00:00,10,2,0,False,False,True,False,False,False,True,False,0
2025-12-17 10:00:00,10,2,0,False,False,False,False,True,False,False,True,0
2025-12-17 10:00:00,10,2,0,False,False,False,True,False,False,False,True,1
2025-12-17 11:00:00,11,2,0,False,False,False,True,False,False,False,True,1
2025-12-17 11:00:00,11,2,0,False,True,False,False,False,False,True,False,1
2025-12-17 11:00:00,11,2,0,False,False,True,False,False,False,True,False,1
2025-12-17 11:00:00,11,2,0,True,False,False,False,False,True,False,False,1
2025-12-17 11:00:00,11,2,0,False,False,False,False,True,False,False,True,1
2025-12-17 12:00:00,12,2,0,False,False,True,False,False,False,True,False,1
2025-12-17 12:00:00,12,2,0,False,False,False,False,True,False,False,True,1
2025-12-17 12:00:00,12,2,0,True,False,False,False,False,True,False,False,0
2025-12-17 12:00:00,12,2,0,False,False,False,True,False,False,False,True,1
2025-12-17 12:00:00,12,2,0,False,True,False,False,False,False,True,False,0
2025-12-17 13:00:00,13,2,0,False,False,False,False,True,False,False,True,1
2025-12-17 13:00:00,13,2,0,False,False,False,True,False,False,False,True,0
2025-12-17 13:00:00,13,2,0,False,False,True,False,False,False,True,False,1
2025-12-17 13:00:00,13,2,0,False,True,False,False,False,False,True,False,1
2025-12-17 13:00:00,13,2,0,True,False,False,False,False,True,False,False,1
2025-12-17 14:00:00,14,2,0,False,False,True,False,False,False,True,False,1
2025-12-17 14:00:00,14,2,0,True,False,False,False,False,True,False,False,0
2025-12-17 14:00:00,14,2,0,False,True,False,False,False,False,True,False,0
2025-12-17 14:00:00,14,2,0,False,False,False,False,True,False,False,True,1
2025-12-17 14:00:00,14,2,0,False,False,False,True,False,False,False,True,1
2025-12-17 15:00:00,15,2,0,False,True,False,False,False,False,True,False,1
2025-12-17 15:00:00,15,2,0,False,False,True,False,False,False,True,False,1
2025-12-17 15:00:00,15,2,0,False,False,False,True,False,False,False,True,1
2025-12-17 15:00:00,15,2,0,False,False,False,False,True,False,False,True,1
2025-12-17 15:00:00,15,2,0,True,False,False,False,False,True,False,False,1
2025-12-17 16:00:00,16,2,0,True,False,False,False,False,True,False,False,1
2025-12-17 16:00:00,16,2,0,False,True,False,False,False,False,True,False,1
2025-12-17 16:00:00,16,2,0,False,False,True,False,False,False,True,False,1
2025-12-17 16:00:00,16,2,0,False,False,False,True,False,False,False,True,1
2025-12-17 16:00:00,16,2,0,False,False,False,False,True,False,False,True,1
2025-12-17 17:00:00,17,2,0,False,False,False,True,False,False,False,True,0
2025-12-17 17:00:00,17,2,0,False,False,False,False,True,False,False,True,0
2025-12-17 17:00:00,17,2,0,False,True,False,False,False,False,True,False,0
2025-12-17 17:00:00,17,2,0,True,False,False,False,False,True,False,False,0
2025-12-17 17:00:00,17,2,0,False,False,True,False,False,False,True,False,0
2025-12-17 18:00:00,18,2,0,False,True,False,False,False,False,True,False,1
2025-12-17 18:00:00,18,2,0,True,False,False,False,False,True,False,False,0
2025-12-17 18:00:00,18,2,0,False,False,True,False,False,False,True,False,0
2025-12-17 18:00:00,18,2,0,False,False,False,True,False,False,False,True,0
2025-12-17 18:00:00,18,2,0,False,False,False,False,True,False,False,True,0
2025-12-17 19:00:00,19,2,0,False,True,False,False,False,False,True,False,1
2025-12-17 19:00:00,19,2,0,False,False,True,False,False,False,True,False,1
2025-12-17 19:00:00,19,2,0,False,False,False,True,False,False,False,True,0
2025-12-17 19:00:00,19,2,0,False,False,False,False,True,False,False,True,0
2025-12-17 19:00:00,19,2,0,True,False,False,False,False,True,False,False,1
2025-12-17 20:00:00,20,2,0,False,True,False,False,False,False,True,False,0
2025-12-17 20:00:00,20,2,0,False,False,True,False,False,False,True,False,1
2025-12-17 20:00:00,20,2,0,False,False,False,False,True,False,False,True,0
2025-12-17 20:00:00,20,2,0,True,False,False,False,False,True,False,False,1
2025-12-17 20:00:00,20,2,0,False,False,False,True,False,False,False,True,0
2025-12-22 07:00:00,7,0,0,True,False,False,False,False,True,False,False,0
2025-12-22 07:00:00,7,0,0,False,False,False,False,True,False,False,True,0
2025-12-22 07:00:00,7,0,0,False,False,True,False,False,False,True,False,0
2025-12-22 07:00:00,7,0,0,False,True,False,False,False,False,True,False,0
2025-12-22 07:00:00,7,0,0,False,False,False,True,False,False,False,True,0
2025-12-22 08:00:00,8,0,0,True,False,False,False,False,True,False,False,0
2025-12-22 08:00:00,8,0,0,False,False,True,False,False,False,True,False,0
2025-12-22 08:00:00,8,0,0,False,False,False,True,False,False,False,True,0
2025-12-22 08:00:00,8,0,0,False,False,False,False,True,False,False,True,0
2025-12-22 08:00:00,8,0,0,False,True,False,False,False,False,True,False,0
2025-12-22 09:00:00,9,0,0,True,False,False,False,False,True,False,False,0
2025-12-22 09:00:00,9,0,0,False,True,False,False,False,False,True,False,0
2025-12-22 09:00:00,9,0,0,False,False,False,False,True,False,False,True,0
2025-12-22 09:00:00,9,0,0,False,False,False,True,False,False,False,True,0
2025-12-22 09:00:00,9,0,0,False,False,True,False,False,False,True,False,0
2025-12-22 10:00:00,10,0,0,False,False,False,True,False,False,False,True,1
2025-12-22 10:00:00,10,0,0,False,False,True,False,False,False,True,False,0
2025-12-22 10:00:00,10,0,0,False,True,False,False,False,False,True,False,0
2025-12-22 10:00:00,10,0,0,True,False,False,False,False,True,False,False,1
2025-12-22 10:00:00,10,0,0,False,False,False,False,True,False,False,True,0
2025-12-22 11:00:00,11,0,0,True,False,False,False,False,True,False,False,1
2025-12-22 11:00:00,11,0,0,False,True,False,False,False,False,True,False,0
2025-12-22 11:00:00,11,0,0,False,False,False,True,False,False,False,True,1
2025-12-22 11:00:00,11,0,0,False,False,True,False,False,False,True,False,0
2025-12-22 11:00:00,11,0,0,False,False,False,False,True,False,False,True,0
2025-12-22 12:00:00,12,0,0,True,False,False,False,False,True,False,False,0
2025-12-22 12:00:00,12,0,0,False,False,False,False,True,False,False,True,0
2025-12-22 12:00:00,12,0,0,False,False,False,True,False,False,False,True,1
2025-12-22 12:00:00,12,0,0,False,False,True,False,False,False,True,False,0
2025-12-22 12:00:00,12,0,0,False,True,False,False,False,False,True,False,0
2025-12-22 13:00:00,13,0,0,False,False,False,True,False,False,False,True,0
2025-12-22 13:00:00,13,0,0,False,False,False,False,True,False,False,True,0
2025-12-22 13:00:00,13,0,0,False,False,True,False,False,False,True,False,0
2025-12-22 13:00:00,13,0,0,False,True,False,False,False,False,True,False,0
2025-12-22 13:00:00,13,0,0,True,False,False,False,False,True,False,False,0
2025-12-22 14:00:00,14,0,0,False,False,False,False,True,False,False,True,0
2025-12-22 14:00:00,14,0,0,False,False,False,True,False,False,False,True,0
2025-12-22 14:00:00,14,0,0,False,True,False,False,False,False,True,False,0
2025-12-22 14:00:00,14,0,0,True,False,False,False,False,True,False,False,1
2025-12-22 14:00:00,14,0,0,False,False,True,False,False,False,True,False,0
2025-12-22 15:00:00,15,0,0,True,False,False,False,False,True,False,False,1
2025-12-22 15:00:00,15,0,0,False,True,False,False,False,False,True,False,1
2025-12-22 15:00:00,15,0,0,False,False,True,False,False,False,True,False,1
2025-12-22 15:00:00,15,0,0,False,False,False,True,False,False,False,True,0
2025-12-22 15:00:00,15,0,0,False,False,False,False,True,False,False,True,0
2025-12-22 16:00:00,16,0,0,True,False,False,False,False,True,False,False,0
2025-12-22 16:00:00,16,0,0,False,True,False,False,False,False,True,False,1
2025-12-22 16:00:00,16,0,0,False,False,True,False,False,False,True,False,1
2025-12-22 16:00:00,16,0,0,False,False,False,True,False,False,False,True,0
2025-12-22 16:00:00,16,0,0,False,False,False,False,True,False,False,True,0
